id,text,class
1293,最后是怎么处理的？我逾期六个月，利息一万多,2
1294,我被骗了！本来以为信用证卡办理了，就是退给信用证卡。现在怎么样了？我也开始逾期,0
1295,没告你，兄弟，我还欠几万。天天说要报案起诉，太坑了,0
1296,怎么办？我买的基金都亏大了,2
1297,招行逾期保险，但是卡用户还是要买一个..,2
1298,转战其他行吧，工商银行吧,2
1299,有能力就去网点??没能力就等，很好办的,2
1300,否则你就是小黑屋。再出来额度又低,2
1301,对额度有需求再申其他行吧。不要销卡，佛系用就行了,2
1302,看有资格在掌上生活申请自由人生白金卡不？否则你就是小黑屋。,2
1303,没有.黑3年多？出来从0开心，心累,0
1304,额度没要求.就是想要权益,2
1305,怎么处置积分？7万6,2
1306,我已经快一年没有邀请，放弃我了么,0
1307,名额不要求。你就是要权益，招行的权益还是可以的,2
1308,是的，你暂时没有。?自由生活有没有权益吸引你？拿着财力去网点申请经典白,2
1309,有能力就去网点，没能力就等，不用着急,2
1310,升级还是新户,2
1311,毕业后的生活…幸福快乐是信用卡给的,2
1312,金卡吗,2
1313,年费怎么解决,2
1314,颜值还是不错滴,1
1315,招行到6万比较好养，6万以上稍难,2
1316,以前的金卡额度多少升级的,2
1317,vvv不不不，还是去买工行的基金吧,2
1318,羡慕有白金,2
1319,羡慕有白金的大佬,2
1320,我逾期三个月，这两天还了差不多一半，今天还要我全部还，不还就要上门,2
1321,我是15500，他说今天不还就起诉我，网贷坑人啊,0
1322,会真的上门吗，会联系紧急联系人之外的人吗,2
1323,去公众号里信访办投诉??要求协商分期，我已经写了就是还没给我回复,2
1324,我的七号上门了第三方说是十一号之前给他们结果如果不还款就十五号起诉我已经投诉上海信访,0
1325,我也是！！！！你怎么办！！！我没钱还！！！！应该不会起诉的吧我打算打银保监协商了，就分期分的还不请了么,2
1326,昨天微信的上海信访这个月七号上门了协商个性化分期不同意说是他们没有权限一直推脱让和账务专员协商说白了就三方狗催第三方无法沟通协商一直不同意??微信公众号上...,2
1327,你逾期几期账单了,2
1328,我6580，刚才打话电话给我说让我两天内处理完，不然就到法院立案，好恐怖啊,2
1329,协商分期会有减免违约金和利息吗,2
1330,我的协商过了，先上海信访，他们自己打电话过来协商的，本金加利息一万八，分25期,2
1331,棒棒哒??你是写疫情的原因么??我现在也逾期了??也想这样做??也不知道可不可以??希望你能指点下谢谢啦,1
1332,没写啥原因就写的疫情原因和个人原因，具体没详细，然后他们就来打电话协商了，协商还是很好的,2
1333,本金吗，还是一期的，我本金1万6逾期三月电话没接过，只联系紧急联系人，发什么信息我都没管，然后3个月后直接上海信访了，招商就跟我协商了??分了25期??停催...,2
1334,招商外包。如果你必须全额偿还，他们应该得到佣金。,0
1335,我没说要上门，但是我只是叫我告我，我怕他么,2
1336,我付钱给别人谈判，所以如果我不能，我就不只是因为不接电话而,2
1337,我6580。我只是打电话告诉我两天内完成，不是起诉，还好吧,2
1338,本金，也不是第一期。我的本金逾期16000元。三月份没接电话。,2
1339,我直接同意分期付款，不是吗？？,2
1340,谈判过程中会有违约金和减息吗？,2
1341,你想多了，没有 还请，怎么可能提额,2
1342,水，4k昨变19k的，浦发的哦,2
1343,你是怎么做到6月9号4k，今天涨到19k的。。,2
1344,6月9号4000，现在19000？招行你家开的？,2
1345,个例罢了，每个人情况不一样，你可以打你工行客服问问,2
1346,3+1是算账单日还是开卡日,2
1347,三个蓝的哪里黑了,2
1348,看重点，小黑屋可以提额。破了论坛黑屋不能提额一说,2
1349,小黑屋一直可以提额啊人家银行大数据让你提就提和其他没关系是大黑屋提不了,0
1350,三蓝连小黑都不能算,2
1351,中国银行10k,2
1352,已有：民生兴业光大华夏广州招行,2
1353,可以分期，也算黑屋？,2
1354,唉，只想要个经典白，奈何一直下不来,2
1355,现在经典白是越来越难下卡了,2
1356,我有经典白和钻石,2
1357,工商和民生好像也有美运黑,2
1358,我的经典白刚下,2
1359,兄弟你用啥进件的？能不能让我参考下,2
1360,普卡6万毕业。公积金余额10w,2
1361,没有搬砖嘛？都这么无聊么,2
1362,上个月申请的，秒批25万。中信的哦,2
1363,哈哈，咱就看看，先用着最下边的鸟白！,2
1364,年费警告啊,2
1365,权益全用得上掏年费不亏,2
1366,我现在主要用钻石卡的休息室权益，飞的比较多,2
1367,用得上就值，用不上刚性年费就有点吃不消了,2
1368,"余额50,000。",2
1369,闪电贷呢,2
1370,不影响，18万闪电贷之后下经典白,2
1371,你这个可以，比那个发e融借的利率低,2
1372,招行90K,2
1373,等吧，我以前审核了八九天才过。,2
1374,④中信:20k⑤光大:98k21.1.21⑥兴业：40k,2
1375,申平安,2
1376,请问资质？社保公积金代发工资？存款？房贷？谢谢,2
1377,光大20K农行4K交行2K,2
1378,全部转余额宝，然后提现到工行就行了,2
1379,全部转余额宝，不会提示交易异常啊，终止额度啊，让提前还了啊,2
1380,中信(16/4)易白&华为,2
1381,我这E招贷提示“仅可转入他行卡”，,2
1382,你这不是害人吗？余额宝是理财产品，贷款是不能买理财的。转给家人或朋友，最好转给朋友，再转给家人，再分2到3次转回工行卡。...,2
1383,我快贷都是转余额宝，然后秒提现到银行卡,2
1384,楼主在哪办的E招贷？,2
1385,招商咋刷的，我的下卡6000提到10000后两年不提了,2
1386,永年的吗??0310没有招商网点怎么办到的,2
1387,从文字里看老哥还是很潇洒的，羡慕能做自己的人,1
1388,老哥不容易，加油。等你中化的社保满了半年就可以考虑用新资料申请了,1
1389,优质啥，要啥啥没有,0
1390,磁县的，最近的网点在安阳。。,2
1391,磁县的，最近的网点在安阳。。,2
1392,申招商时工作单位换了吗,2
1393,申招商时工作单位换了吗,2
1394,如何协商的？我也想协商，老威胁我,2
1395,我18年协商的也是一分不少，然后我就一直到现在没管了……坑不坑,0
1396,电话协商啊，，没上门啊，还好啊,2
1397,我协商了，但是不给减免，心累‘,0
1398,不减免能分期也行，你需要提交什么资料吗？,2
1399,万28花4.5微博3，感觉不错,1
1400,现在也能信访电话，我自己联系过很多次，都不协商分期，承担利息也不给分期。一定要我先还16000进入再周转。,2
1401,第一次协商请问下怎么写信到上海信访？发哪里？写什么内容才行？我也在搞，心累,0
1402,你口头协商的吗，我协商了，可是他就让我每个月还1000进去，但是今天又有个02开头的电话发给我说有减免，所以我就懵逼了,2
1403,就招行针对贷款重组的客服吧应该是，给我回的电话，我都没协商啊，他自己说给我分48期，我想分60期，他说我的金额分不了那么久，我说我考虑考虑咨询咨询吧，拖了他两天才...,2
1404,兄弟你看下是哪个电话打过来协商的，我也工行的不协商啊,0
1405,写了上海信访，今天接到回电，说这个不归他们管，投诉银行行为要给金融监管局电话，给了12378打过去，客服再给了银行内部投诉电话协调，目前再等协商方案电话。...,2
1406,协商用提交什么资料吗？我感觉我需要协商了，心累,0
1407,这个招商就是每天一个电话，烦。,0
1408,我的利率降了差不多1000元，没用。七校长快。1,2
1409,你写上海来信来访！我就是操作，一定行！写完,2
1410,刚刚招商银行客服贷款重组，应该是，给我回电话，我,2
1411,废了，招商还附带冻结信用卡,2
1412,基本上废了，我都是这样，注销吧,2
1413,联系招行，招行会给电话你打的放心。。。,2
1414,无效，招商也自带冻结信用卡,2
1415,满6个砖才有一次抽奖，保底60r。6*55=330r，你自己算合不合适。工商银行的,2
1416,啥活动，兴业最近是啥活动,2
1417,要冲肯定冲满15砖。招行的哦,2
1418,我是直接刷闪付，0.38，15万共380+190=570元手续费，可以抽10次，共600元，最后可以赚30元的羊毛,2
1419,我才6k的额度，存15万进去，两笔杀出来？,2
1420,亲，你这么辛苦也就一顿饭钱，羊毛难薅啊,2
1421,0.55的费率赚不了几个钱，只能挣点积分吧，你5k的卡刷15万，容易搞废卡啊！,2
1422,为啥我都没有啊。同样是工商银行为啥了,2
1423,招行都换我5年黑屋了。他废我还怕他？？！,0
1424,刷2万以上，每满5000就能刮奖的活动你没有吗？工商银行都有这个活动的啊,2
1425,有，10次出了3个500。所以我看到这个才有点上头！额度有希望了,2
1426,消费15砖，有10次抽奖。保底60r。一等奖撒哈拉海景别墅,2
1427,我主要是想d。上个月活动我拿了三张500。现在控不住手。,2
1428,我只有6k的额度，可以存15万，杀两次。,2
1429,我主要想要d。?上个月的比赛我得了三个500分?现在控制不了,2
1430,6块砖后只有一次抽奖，保证60r?6*55=330,2
1431,招商银行换我黑房子5年了?他废我还怕他？？！,0
1432,是邀请活动吗？为什么我没有?刷2万以上就没有每5000人刮奖的活动吗？,2
1433,只要有保障，不亏就能拿到，赚点积分。不管怎样，你应该被邀请。,2
1434,朋友你这三个500是什么时候什么时候的？当我发现的时候，心累么,0
1435,羊卡吧，young卡还是不错的,1
1436,young卡吗？以前上大学的时候办过，这个现在有什么活动吗？,2
1437,嗯，中规中矩吧，招行热门卡，如果非要说权益，生日月额外2000积分算吗,2
1438,刷卡另外送的，还是白白送的？,2
1439,生日月双倍积分，最高额外赠送2000，也就是4达不溜可以得4000积分,2
1440,经典白生日当天可以10倍积分呢,2
1441,是你让给你推荐银联的,2
1442,你这总额确实高,2
1443,什么资质?有砖在招商?,2
1444,当时办卡就搬了20砖，主要是100万的行驶证有作用，额度还是满意的,2
1445,一年未提了，我想换交通银行，提的快,2
1446,外币白搭配银联金普卡，年费不用担心，额度又不会降，就是积分倍数比不上经典白,2
1447,一百多万的授信额度确实很高,2
1448,全币白之前就有加办了，没出国都用不到。国内还是银联的活动多,2
1449,羊卡不是限30岁以下吗，是招行推出的,2
1450,读大学的时候办的young卡,2
1451,之前做过，好几年没玩过卡了，额度一般就可以了,2
1452,楼主怎么拿到白金卡的？,2
1453,当时搬了20块砖，主要是因为100万的行驶证有效。,2
1454,我到现在也没提过卡。额度很难提的,2
1455,全部货币。?目前国内或者银联都没有办法提高额度，也是个麻烦。,2
1456,100多万的信用额度真高。,2
1457,你问问她打几折，年化利率多少？,2
1458,很便宜了2万一年才580，分期还划算的吧,2
1459,打3折，近似折算年化利率5.42%。反正你看我这账单贵不贵,2
1460,5.42%很便宜了，我刚分了中行三期，算了下年化6.75%,2
1461,我也不会算这个，反正收到短信的原话是近似折算年化利率5.42%,2
1462,对，主要她说给我涨额度，也不知是不是说鬼话,2
1463,打3折还可以，看你的钱怎么用了,2
1464,才2万能怎么用，这年代做什么启动资金2万也不够啊,2
1465,5.42%很便宜，我刚拿到中行三期，明年不算。反正短信里收到的原话大概换算成年化利润,2
1466,我用的银行代码可以在主扫里扫。前两天刚倍增30W多。,2
1467,所以只是看资金的使用情况。大概率是可以判断你的额度提升速度,2
1468,他只是说给我加。谁知道分期付款便宜多少？,2
1469,手续费挺低的。,2
1470,浙江农信150k,2
1471,好像不要管理费一样，各种卡办起来，工商，兴业，建设都办起来吧,2
1472,就直接和营业员说办金葵花么,2
1473,嗯嗯。在大厅的小姐姐，额度还可以的,2
1474,可是管理费怎么办呀？信用卡的管理费加起来也不少啊,2
1475,代发好像要收5%的手续费还是多少,2
1476,主要是办理金葵花还是3596尾数，起码要四连号或者四同号之类的吧,2
1477,这边金葵花随便开都不开，还是普卡省事,2
1478,不达标，金葵花和普卡一样，办经典白没用,2
1479,外面的智能柜员机办理普卡。然后普卡升级。要一个星期左右。然后再去网点换卡,2
1480,金葵花可以零开，但是日均不达标会被银行反撸账户管理费，还是普卡好,2
1481,不是说，资产要高，才能办金葵花么，??我也想拥有,2
1482,差不多。发2.2k。收2.3k。五个月一次,2
1483,那家可以搜代发，搜不到啊,2
1484,找代发不要钱啊，想办经典白，每月代发至少2万以上吧，自己算算手续费吧:lol,2
1485,手续费多少？,2
1486,这么神奇？没有关联还款，还到时间就划借记卡的钱还信用卡？,2
1487,是卡里有一分就自动划扣，我那卡已经呆账了。,2
1488,我倒是觉得如果用的是本行储蓄卡银行是可以自动扣款的？,2
1489,不可能没有允许会自动划扣的，可以的话加个关注聊聊,2
1490,打人工客服，招行的客服态度还是很好的,2
1491,你自己说了呆账了，银行不应该扣钱吗,2
1492,不是这个意思，我的意思是买基金要放长线,2
1493,解决了吗我逾期三年多了今天突然开始秒扣,2
1494,"没有也扣,不会吧，是真的我的年费没扣",2
1495,已解决现在核销还在找人,2
1496,本行卡，之前从未划扣，现在是到账秒划扣，一分不留,2
1497,我也这样的，电话解决，系统问题，工商银行打电话就可以解决的,2
1498,未经允许无法自动扣款。如果可以的话，注意聊天，银行不是抢劫,2
1499,打了投诉电话，口口声声说有人联系我。?你自己说坏账，银行不应该扣钱吗？兴业看来还是不要办卡啊,0
1500,没有关系，就是现在自动扣?年费都是自动扣的,2
1501,打电话投诉，协商。迅速的,2
1502,招商：136000；,2
1503,招财积分猫,2
1504,我也是去年11月份申请下卡的，到现在临时额度都没看到过一次,2
1505,挺快的了，我是8月底下的卡，今年51提的。,2
1506,我显示汇总过高了，今天下了中信4万，准备把招商注销了,2
1507,刷超市银行利润低,2
1508,你这个网速是怎么加的呢，慢死了,2
1509,我12月份下的卡，一直有临额今天到期临时额度没有了，这个月刚好是调额月，怕进黑屋,2
1510,中信没用啊，中信是我下次要消的,2
1511,我是2021年下卡得，然后上上个月临时，这个月提2000,2
1512,恭喜恭喜，小招终究是想起你了！,1
1513,工行20K-100K，2016.03~2016.06,2
1514,lz分过期吗,2
1515,稳妥掌上生活看额度,2
1516,掌上生活看,2
1517,稳不稳啊，各位老哥，账单分期前几天还有的，现在没了,2
1518,目测可达2.9万。浦发的首卡,2
1519,我半年提一次，现在额度还比较好了,2
1520,卧槽，为了给你看图刚点分期变成213了，之前一直是QB9。看图,2
1521,再给你补一张，不同入口进入代码还不一样，我也是笑了，不靠谱啊,0
1522,以前经常空卡，今年开始正常用卡，真实加套现，留20%以上额度，四个月了，还没动静,2
1523,招商的额度不稳定，都不敢用了，以后给了临时额度，也还是不用的好。,0
1524,没临时也算正常，问题是能不能提额？,2
1525,400天没临时，就用过e招贷,2
1526,同黑不能分期没临时,2
1527,应该是卡太多了，貌似8行以上就很难提额了，当然指的是大部分普通客户，格外优秀的十多行也照提,0
1528,我800多天没有了，就这样吧，死心了,2
1529,我特么进了一大堆有的没的，只申了个鸟白……现在1.2??我能给干到8W么??能过就行了吧。。。,0
1530,我特么提示我他行额度汇总过高？？？??6行16W??也叫高么。。。这个怎么破,0
1531,首提后，一般是季度一次,2
1532,可以，不影响。我浦发首卡也20W,2
1533,我还款日后第四天还的款，今天又出了临额和e招贷,2
1534,最好别拖到宽限期，应该在还款日前还款且银行完成入账,2
1535,上次提还是4.30号，额度还比较满意,2
1536,哈哈！之前的情况是每次去网点办业务，都要被推荐办个储蓄卡，几年下来一大把储蓄卡，想注销还被劝不要注销……,2
1537,现在借记卡管得严。你下次直接说想办个工资卡就行了。有个工作证明就没问题,2
1538,查的都严，我记得之前去中行激活洛天依，当时直接说一天只有5储蓄卡张开卡名额,2
1539,薅你人头还不给办卡，太不地道了，不过貌似网申借记卡还有活动吧，信用卡估计是没活动了,2
1540,拿你的居住证或者用工合同可以直接办，但是你为啥要说是工行发工资呢，你可以说招行发，所以公司让你来办的。,2
1541,不是为难你??是现在为了减少电信诈骗国家规定的??现在储蓄卡比信用卡还难??我在兴业和招商都遇到这情况??兴业是公司人事作证才给办理的??招商网上申请了激活也要这些东西...,0
1542,那我网上申请，激活的时候还是要被刁难。这也太离谱了。,0
1543,去年把招商储蓄卡销卡了，后面就不给我办了,0
1544,我自己word编辑了一份工作证明，又在某多多上刻了个公章，打印了填好了，不敢去网点，好讨厌那种心虚害怕的感觉,0
1545,国家的政策是说大堂可以阻止不合理的开卡要求。但是国家也没说具体什么又是合理的。但是一般还款本工行房贷，还款本行信用卡，工资卡本行代发，还有一些本地全社会性质...,2
1546,没赶上好时候啊，前年异地激活小招，强制我办了储蓄卡，还送了一瓶饮料,2
1547,浦发：加速金80.5k平安：车主金60k,2
1548,并没有，还是你姿势不对，我的积分都花不完！,2
1549,我说的七月份开始。没有啥姿势不对。同样的消费，六月份就有积分。七月份的消费都入账了，积分还没到账，有点奇怪。...,2
1550,我司一台破电脑，下载招商天书那个文件，打开都可能死机,0
1551,并没有啊，还是看个人资质，我在中信银行的卡都批了20万额度,2
1552,"能刷就好了,分都是佛系",2
1553,看你们刷卡没分我都特别好奇，怎么那么蠢,0
1554,房本一般不好用。得大额金融资产或者车本,2
1555,销了，过几年再申吧。养不动你还刚啥，累得慌。,0
1556,没卵用，额度依然很低,2
1557,难道要逼着楼主销卡？,2
1558,刚下自由人生小白金，刷9w免年费，每月第一笔取现免手续费，求问掌上生活里取现算消费么？取现够9w可以免年费么？,2
1559,可以取现，6月份刚上车，我办的招行的都可以的,2
1560,同问，掌上生活有手续费，银行app无手续费但是只能取2k,2
1561,掌上生活虽然显示有手续费，但是取现结束后手续费会减免掉！！在保证卡面上无欠款的情况下，当日取，当日还，实际费用为零。...,2
1562,能准时3+1的都是好卡,2
1563,每期账单就几十元，也是稳定题？厉害了,2
1564,八行提额,2
1565,果然是建设垫底。我的也是，拿来洗车:lol,2
1566,钻石卡在像你招手:D,2
1567,秀儿，你这太优秀了,2
1568,稳得一匹,2
1569,建行：11k双标普,2
1570,年消费要9w，感觉做不到，放弃升级了,2
1571,怎么申请？是邀请才可以吗？这么麻烦么,2
1572,说白了还是幼稚,2
1573,草，为啥我3+1翻车了，我每个月500多的消费！有2.5倍临时没用，然后什么都有。负债也低，翻车我咨询客服，说我额度使用率低不给提？??那看你这那个客服不是明显扯淡么？...,0
1574,每月不过百，还能稳定3+1，老哥优秀啊！我主刷小招，都真实的，负债也不高，总翻车。,2
1575,升了鸟白之后免年费还不得消费了？,2
1576,怎么申请白金卡的？是邀请才可以吗？,2
1577,算是邀请，固定额度有调额提醒,2
1578,那就额度止步了。建议升级卡片，把全币白和鸟白都开卡，用一段时间，销鸟白,2
1579,我负债200个，也有ae百，百夫长。是不是可以骄傲一下。哎,2
1580,季日均，这砖一个月就行了，开心，哈哈哈,1
1581,经葵花可以零开吗，我不想要了，没啥用,2
1582,我也是银行狗一枚。不考虑ae。差旅要求没有那么高。薅满里程0成本持卡就够了,2
1583,牛笔，如果放的时间长应该没问题,2
1584,升级金葵花了吗150万可以考虑AE白,2
1585,砖得放够3个月，额度就稳了,2
1586,刚好三个月。4月一号进的款,2
1587,招行值得办的卡,2
1588,哇啊哦~~不下都不行了这么多钱，再拿个20以上的车进件稳稳的:lol,2
1589,真有钱，这有钱还办什么信用卡,2
1590,有讲究吗，直接去线下支行找还是咋找。浦发的支行都好少的,2
1591,额度是共享的，但每张卡的消费分开的，这样说你可懂？年费是要分开刷的。,2
1592,砖到位了，别说新户自由白，新户经典白还不是分分钟的事？,2
1593,此言差矣唉{:1_1:}我搞了很久没搞定,2
1594,有足额工资流水或者砖就可以,2
1595,就是存款一砖=一万，就是钱啊，钱多的意思,2
1596,听说审核半个月？,2
1597,基本被拒,2
1598,太让人无语了，早点给结果算了，特么折磨,0
1599,忽悠你的投诉走下直接协商分期还,2
1600,我给招商银行打电话已经不管了，然后只能他们这些联系我，法务部，材料组让我提供取保候审人什么的，就说立案了以后我不配合，就算还款了，也会有刑事责任，说我们当地有...,0
1601,你欠多少？如果不是恶意透支一般不可能涉及刑事，别听他恐吓！,0
1602,某宝搜一下呀，不大把协商的，结果都挺好的,2
1603,本金超过5万了么？没有的话，屌事没有。,2
1604,直接上海信访银监局投诉只接官方电话其他电话不接都是催收没用,2
1605,"就是4.3w的本金，加利息5,2万",2
1606,还是想方设法还款吧！现在赶上好政策了。16年本人招行五万逾期一年，连带利息罚金做人情花了十一万，看守所...,2
1607,招商银行总部是武汉的吧，是027开头的电话,2
1608,还是想方设法还款吧！现在赶上好政策了。16年本人招行五万逾期一年，连带利息罚金做人情花了十一万，看守所大拘三天，现在想想得不偿失啊...,2
1609,还款期间小贷已结清,2
1610,我直接空卡6个月从15k到23k，然后分期3折还是多少来着合年化5%左右我给分期了。现在黑屋中点分期就是代码,2
1611,先出审核完成再跳审核已经拒了,2
1612,新卡三到六个月首提，之后如果评分够三月一次,2
1613,现在是young卡，客服说金卡6万满，我看有人金卡都到7万多了,2
1614,没50个啊，有的话就去搞金那个了，现在流动资金就有30个,2
1615,京东付款用云闪付,2
1616,上征信吧,2
1617,如果实在没东西买，买10元e卡,2
1618,侮辱我呢？固定临时只给一千块。尼玛的。能找客服吗？鬼浦发的真的是坑啊,0
1619,奶茶店，人家就贷款到100万,2
1620,招行，我昨天晚上申请的，今天打电话。,2
1621,在你家附近做个地址，很方便的,2
1622,消卡消户，免得产生年费！别信什么通过存钱入去刷卡覆盖不良记录这套，明坑小白刷卡费，征信记录是无法掩盖的，只有还清后5年才能在征信上抺去这不良记录的！...,0
1623,信用信息显示时，招行就是这么显示的,2
1624,小白卡吗？我的10天了还在审核,2
1625,对小白卡，我的上个月27号申请，今天刚来信息。,2
1626,建行5K-10k,2
1627,那你这是过了啊我的还在审核唉,2
1628,稳了，叫业务员来帮你激活吧，不用自己跑去银行,2
1629,卡员上门没，我怕她们上门,2
1630,没有，就来短信，或者电话就很方便,2
1631,异地申卡吗？我也想申请个招商的，异地，怕上门，有招行储蓄卡，招行有理财。,2
1632,卡不在多，在精啊，留四五张好好养一养，不要动征信了,2
1633,资料是怎么填的，异地申请地址前缀，还是资料重新包装一份，填有网点的城市？工作单位和住址填一样吗，还是填不同两个地方？…有,2
1634,小白卡不用上门。直接带着身份证去网点就好了。会让你开储蓄卡。你说不需要就好了,2
1635,京东小白卡业务员不要上门吗？,2
1636,需要什么资料啊，我来准备下，安心些,2
1637,请问怎么叫，我也刚收这个短信,2
1638,对小白卡，我上个月27号的申请，今天刚到。?,2
1639,中间有电话回访吗，我就提交了申请等着拿信用卡呢,2
1640,卡？我也想报个招商，异地，怕来你家。我有个搬家,2
1641,这是第一个卡，首卡的额度不会太高,2
1642,城市里所有银行都在你附近，你可以去百度找工作。心累啊,0
1643,不需要。?我当地没有招商银行。卡,2
1644,平安是不是野鸡行？,0
1645,两家都是野鸡行，一定要选，那就留广发。,0
1646,广发还算野鸡行。,0
1647,内资我个人只承认四大+招商+邮储。,2
1648,广发当然是标准的野鸡行啊，内资银行除了四大+交通+招行，其余都是野鸡行。,0
1649,平安银行是吸血鬼?,0
1650,交通历史还很长，G数据指标排名还在前列,2
1651,肯定是广发,2
1652,这个分期合适吗,2
1653,年化才5.6，算低了,2
1654,可以用嘛？浦发的新用卡还是可以的哦,2
1655,有需要的话可以，我的招行就是的,2
1656,我都没这个优惠，有的话我也分期了,2
1657,费率才3，挺便宜了,2
1658,缺钱就分，不缺不分，我之前缺钱3w3，12期利息收我2k多,2
1659,你是来显摆的吗，没长卡额度都这么高,0
1660,我连这个优惠都没有，如果有的话我就分期付款,2
1661,年化才5.6，低,2
1662,我已经分了怎么办，会小黑屋吗，而且分期分的还很多期,2
1663,这个用了会黑屋吗？有没大佬知道，会不会有啥啊，心慌啊,0
1664,黑房之前没提金额,2
1665,这种东西会用在暗室里吗？你知道，出来需要几年，在申请额度咋样,2
1666,办哪几家好，目前0卡，招商要上门拍照应该,2
1667,首先四大行有的话必须留，其次是招商。其他的无所谓了,2
1668,你好，这里是招商银行论坛,2
1669,难道银行接通车管所平台了吗？不可能吧,2
1670,瞎扯吧，我倒是不信这个借口,0
1671,不然人家怎么知道我有违章没有处理啊,2
1672,刚刚好，我觉得数据问题出在卡，小招,2
1673,废话，我就不信这个借口,2
1674,我长年空卡，额度4.7，大黑屋很多年了,2
1675,招商黑羊金12k—14k—18k—22k—29k(19.4—19.7—19.10—20.04),2
1676,听说招行二审还要在再查一次征信关键它初审过后这几天我又申请过其它五六个银行征信都有记录……要它二审再查感觉有点悬了呀??...,2
1677,1111。有人吗？我信用卡办了一个月了还没收到，什么情况,2
1678,黄金卡差不多,2
1679,去年11月份20K提到30K?，建设银行的?,2
1680,销，注销算了,2
1681,刷啊，小笔生活消费,2
1682,用的随行付，我看到随行付四十万商户进黑名单了，估计跟这个也有关系,2
1683,有临额就不算黑，白着呢！,2
1684,我就是大黑冷冻4个月出黑屋+提额的,2
1685,偶尔交几块钱电费那种，月账单不超过1千,2
1686,我试试，我好久前用过现金取现，如何一直黑屋了,2
1687,除了有积分的mcc，还要看你耍的商户在不在不累计积分的列表名单中。,2
1688,晕之前去的夜店都有积分现在都没有了而且是真实消费,2
1689,"第一，你刷到的商户mcc招商是否有积分，第二，即便是刷到有积分的mcc商户,也要看是否在本期天书黑名单里！不管多么高大上的商户，只要在本期黑名单里，照样没有积分！...",2
1690,支付宝支付,2
1691,你是预约的，等吧，流程，预约受理，预约完成，审核中，资料处理中，审核中，审核完成，当然预约失败就是系统都没过...,2
1692,我不知道啊，我是支付宝里天天推送给我招行的信用卡，说什么额度高，秒下，我就点链接填了，然后居然填了身份证名字地址，然后提交就完成了……居然连工作收入啥的都不用...,2
1693,一般别的银行都是秒批三五万吧，它怎么磨磨唧唧三五千？是建设银行这么抠门么,2
1694,插个楼现在审核帖子好慢啊我这个电话邀请办卡的是不是凉了,0
1695,我的20天了，没打电话给我，也没说有卡员上门，进度跟你的一样，先是预约申请，现在正在资料审核中，有的人进度是一栏一栏的排下来，我的就只有一栏显示，没仔细看还以为进...,2
1696,不一定拒，还是有希望的，看我的就是,2
1697,都是同一年了。这额度怎么这么慢,0
1698,有空在这发帖干嘛不去找招商小妹说清楚情况,0
1699,具体还是要咨询小招，招行的服务还是很好的,1
1700,得看金额，我光大的卡150有次不小心逾期半个月，产生滞纳金才发现，后期打电话问客服，客服说金额小于300是...,2
1701,别人的卡。。。心大了无此经历给不了建议。,2
1702,最后一次还款日是4月4日，今天早上还的。刚刚过,2
1703,别人的卡反正不在乎?别这么做。?刷子完好,2
1704,我爸的卡，我不想说的这么清楚。我心里有谱,2
1705,只要不是连三连六，都不会影响我。,2
1706,下一单还没出我就不付了，所以,2
1707,不行就降低销卡走人了。什么无语服务！,0
1708,稳了，你这征信跟资质不过没天理,2
1709,小昭就是很慢,0
1710,我的25照到现在了,2
1711,进度显示已下发了，是不是稳了,2
1712,进度显示已经发了，就是不知道额度,2
1713,稳定，你的征信和资质不合理,2
1714,私行卡不达标，就是0资产也有本人无限次机场贵宾厅，每年1次机场接送机，每年3次租用会议洽谈室等权益。再说了，现在浙分在大范围白名单邀请办理私行卡，十年内都是免除...,2
1715,还是必须要被邀请才能办啊，这种卡很金贵么,2
1716,按规定私行卡要1000万，但很多地方600万就可以开，如果像我这种白名单电话邀请办理的就没有资产要求了。,2
1717,如果这个再次逾期，一次性付清，不再分期付款。,2
1718,招商邮储兴业中信,2
1719,平安530值一元,2
1720,哪个卡，young卡么,2
1721,多谢了，那我的招行信用卡也快到了,2
1722,这个是在哪换的呀？给个路径呗多谢了,2
1723,平安所有卡都是的，不过要网付才有积分,2
1724,你这算啥我5.13号就这样到现在估计凉了,0
1725,打客服问问呗！直接打工商银行的客服呗,2
1726,没逾期别想,2
1727,可以协商挂账分期，36还是48看自己口才了。自己搞不定就花钱找人去谈吧，有专门做挂账分期的人，不过是收费的，千把块钱吧，谈不妥不收费。...,2
1728,对于我这种没工作，申卡时怎么填比较好？工作资料有什么其它的办法弄到吗？,2
1729,正常操作，我见过一个哥们20天才出进度，跟批不批卡关系不大，这只能说明分行效率低。,2
1730,另外一个可选择的：广发白金，额度高，权益好。活动期内不用刷，绑定vx，zfb即可免年费。,1
1731,同样经典白，生日10倍积分，感觉毫无压力,2
1732,请教一下怎么合理利用生日十倍呀，感觉很吃力呢,2
1733,生日当天刷22400就够了，可以赚积分,2
1734,招商银行白金好像没有。其他银行有,2
1735,不习惯，也不打算卖卡。不安全,2
1736,第一次遇见……搞不懂这啥情况，心累,0
1737,我整整4个月还最低，负额度，因为临额到期后，就没有恢复过。,2
1738,提过额度吗，，，我的负数了,2
1739,我已经负了一个月了，分了33000的账单，负11121，临时到期后多久出现的？,2
1740,我昨天早上打12378，今天下午就协商好了，分36期。,2
1741,打的座机手机？,2
1742,打我的手机上海座机打过来,2
